625,745,271
490,512,831
10,454,698
449,107,960
965,951,924
237,466,299
230,499,785
604,366,705
335,790,997
323,138,226
814,970,3
491,50,260
974,619,468
447,215,440
873,51,338
507,199,825
834,146,147
641,679,301
261,638,274
926,415,763
36,779,598
305,716,979
68,459,872
327,605,445
349,692,962
525,137,806
719,386,947
303,762,137
406,780,824
736,689,375
606,247,895
753,231,771
965,890,140
940,639,900
347,588,565
555,964,966
340,699,69
514,967,460
289,330,480
764,250,407
377,812,209
791,41,772
216,432,304
171,876,841
839,270,730
589,936,307
46,321,317
410,422,461
923,665,777
595,196,626
706,283,470
6,724,151
958,754,184
63,999,891
939,936,765
640,555,444
825,960,457
868,851,607
107,474,674
288,221,786
782,679,426
258,667,714
273,923,927
92,761,299
557,747,865
898,250,733
690,805,621
983,151,274
63,330,609
706,747,53
728,167,536
568,147,813
595,589,203
318,837,928
142,496,43
154,156,437
597,658,328
306,56,947
442,884,254
546,732,759
272,992,238
921,728,665
142,439,106
796,499,595
98,124,487
525,389,848
648,552,407
771,39,496
648,955,62
369,121,47
450,358,3
466,28,332
418,502,1000
68,315,618
458,726,56
734,204,458
587,501,198
374,887,44
170,628,874
447,873,742
308,512,581
41,370,961
556,828,357
321,70,826
761,464,815
137,549,923
148,171,821
179,536,562
517,595,342
708,968,844
609,472,828
265,688,472
857,213,993
237,687,842
319,850,884
295,911,11
881,1000,970
555,994,584
949,815,283
625,233,208
693,145,858
122,672,441
822,917,6
266,73,41
842,67,991
957,173,616
881,53,916
373,161,300
584,857,605
918,761,171
500,693,301
375,459,237
466,882,303
695,655,107
533,759,374
124,741,477
922,274,539
975,779,877
463,780,869
406,610,691
211,59,503
616,574,190
755,296,959
100,168,949
483,552,109
887,723,143
37,836,693
995,563,998
31,14,545
647,796,314
809,716,47
404,258,299
530,700,55
43,403,450
460,253,450
509,110,22
643,672,98
860,41,535
723,474,871
494,982,78
487,754,289
703,337,934
409,943,968
258,343,852
174,683,726
645,409,636
754,110,667
653,109,573
314,315,599
238,167,132
631,513,903
231,985,159
823,526,239
1,843,495
152,176,242
264,66,419
537,171,648
533,450,668
538,512,854
864,12,336
156,243,560
876,816,387
21,631,873
598,977,787
959,887,499
370,548,746
918,406,180
500,272,206
840,705,466
24,297,262
335,677,665
716,482,305
866,397,16
270,239,906
383,59,155
136,2,637
36,85,960
509,628,761
254,494,959
67,262,148
814,43,441
440,235,921
274,610,87
386,960,315
740,435,143
257,133,551
873,626,569
251,22,20
639,876,316
360,118,281
690,735,744
691,493,542
804,941,654
609,234,377
317,129,891
429,109,165
679,807,103
230,741,616
391,124,115
239,36,915
854,97,731
573,381,829
444,154,120
935,277,178
520,340,570
321,502,858
687,378,123
595,842,406
237,32,199
647,142,537
193,165,826
275,464,944
440,639,658
489,928,404
999,469,235
945,4,346
902,58,272
552,846,243
284,549,180
819,276,733
87,681,871
571,859,311
213,441,171
831,812,304
456,61,510
210,416,9
404,191,765
241,768,6
109,758,508
467,484,437
386,741,247
364,708,76
590,76,942
220,187,878
206,668,81
879,107,857
497,10,340
525,295,339
105,702,450
679,326,820
786,508,275
420,698,249
134,206,115
108,424,87
346,589,894
947,93,903
120,69,158
212,587,694
132,731,268
79,863,925
694,492,284
635,870,885
952,543,906
946,908,484
673,610,502
336,318,184
630,177,158
434,21,50
456,42,835
117,47,428
885,928,338
213,382,775
734,641,496
574,439,112
393,147,708
603,566,78
125,760,423
706,80,629
373,46,668
455,136,380
86,657,689
69,721,814
220,712,621
645,567,195
257,511,743
707,481,71
575,400,624
469,117,419
941,294,46
585,760,200
855,249,944
426,779,670
833,383,157
217,937,822
966,144,381
22,814,467
736,11,673
419,597,137
367,381,762
183,43,190
138,120,646
386,699,489
812,279,103
694,174,131
166,874,557
629,519,586
866,431,958
650,575,526
643,267,822
28,836,366
519,747,370
584,393,599
672,199,841
482,109,104
507,373,887
362,272,741
504,37,240
577,586,448
386,660,791
194,674,528
971,785,5
890,163,20
174,727,904
723,76,493
223,667,337
605,11,760
417,825,786
360,295,700
252,75,876
861,669,279
330,124,210
665,174,80
571,373,507
468,924,733
629,550,697
462,566,586
352,491,22
274,312,541
403,531,831
889,271,865
962,412,148
720,160,579
324,640,869
514,844,950
813,723,755
421,404,89
927,235,4
930,268,139
446,408,244
824,304,868
445,904,851
104,818,560
238,780,952
102,821,258
644,17,228
829,373,496
1,859,689
885,947,322
885,38,117
921,818,297
99,487,276
269,219,510
578,950,636
926,237,87
129,311,273
340,19,151
191,86,397
347,874,170
956,206,137
978,809,646
945,457,605
714,972,986
901,134,101
984,222,863
309,54,652
638,350,902
525,434,447
284,590,354
604,994,180
152,921,937
537,770,790
872,836,709
344,754,616
961,362,782
608,445,982
207,951,194
987,350,518
203,100,867
531,770,267
463,316,292
115,986,865
340,835,794
441,210,423
489,250,217
583,677,317
831,79,768
837,300,170
102,750,810
476,977,801
244,923,493
282,408,999
477,348,473
896,786,966
468,105,40
502,619,2
665,50,461
251,928,344
402,359,821
981,539,130
523,396,890
587,468,141
428,205,418
63,559,790
369,68,168
195,116,981
586,923,155
383,756,101
295,76,615
117,889,344
674,640,338
550,72,149
447,176,665
810,442,204
687,579,218
458,576,89
100,370,73
235,965,932
710,477,199
336,118,316
459,440,15
151,342,135
785,103,334
553,296,678
710,789,802
34,989,50
360,464,275
840,876,74
696,41,903
352,978,900
313,819,532
555,651,173
645,190,595
797,805,453
338,24,907
974,555,505
264,765,733
575,432,456
413,109,1
642,842,259
840,25,304
914,536,412
175,666,856
668,426,868
170,187,538
790,744,578
977,495,81
309,903,309
459,486,697
387,387,127
593,688,721
628,280,134
967,841,756
55,393,255
982,331,730
285,524,511
896,91,946
66,936,728
701,741,822
718,700,242
424,861,708
60,786,465
8,122,879
522,333,461
585,228,444
270,764,480
478,147,24
288,208,214
125,282,129
880,899,820
957,304,148
516,847,750
469,378,938
837,762,817
138,257,615
881,872,388
715,604,300
872,219,519
208,523,326
462,182,79
165,736,893
11,129,140
616,388,416
937,823,458
325,660,854
639,422,93
807,929,2
836,790,716
325,424,675
241,890,252
972,49,216
648,413,456
554,443,3
414,167,122
403,827,84
387,324,32
271,212,193
604,904,237
733,840,351
307,140,566
996,147,691
350,761,574
803,592,368
526,910,75
928,47,776
566,696,456
908,954,22
431,850,194
979,19,434
413,722,776
521,408,443
425,290,659
623,403,485
983,919,621
66,665,708
343,902,713
78,150,299
324,45,748
184,39,460
835,921,448
511,984,167
919,962,958
250,421,650
35,964,265
608,191,70
113,975,473
993,729,929
429,447,877
693,500,358
943,238,499
777,521,36
682,696,71
418,124,291
652,918,482
230,761,588
4,444,951
606,116,159
810,553,144
56,289,355
36,604,712
811,45,928
349,671,858
69,410,374
435,594,975
51,854,133
791,23,411
673,476,797
179,873,595
799,347,991
639,18,467
180,313,323
185,472,357
645,847,471
992,492,60
88,773,996
302,151,36
262,37,977
169,96,137
156,381,626
971,94,337
100,486,440
890,709,585
545,142,15
873,207,414
132,6,79
263,731,65
914,822,877
725,565,561
239,652,9
937,972,888
603,848,480
425,811,628
548,228,861
691,568,664
898,729,152
428,695,975
737,975,777
651,642,852
838,865,914
444,701,744
772,517,629
334,295,133
41,54,307
881,758,87
612,85,335
23,772,683
583,144,901
504,349,181
608,534,431
119,933,761
22,703,450
866,963,12
467,515,31
758,627,76
796,600,582
871,190,576
980,983,728
445,46,295
885,684,860
94,877,335
293,120,703
742,30,310
132,778,371
394,580,667
998,522,570
715,254,14
10,463,974
107,643,833
430,289,445
134,512,724
341,433,804
995,260,248
893,282,144
434,414,330
347,27,679
885,759,542
432,482,205
152,965,574
592,281,596
875,415,95
928,24,11
411,701,28
894,108,802
909,939,579
121,966,595
425,845,397
723,295,751
919,362,995
152,225,364
209,19,723
658,305,130
992,296,6
874,882,432
795,952,540
590,834,76
465,20,152
808,942,192
522,129,544
512,378,511
502,375,485
198,514,595
354,374,819
774,340,305
659,836,407
66,563,206
517,589,746
938,358,445
286,627,221
228,348,715
786,190,826
402,66,118
42,594,825
462,864,866
522,573,369
311,763,29
564,799,211
805,381,476
823,507,35
483,114,474
6,867,904
407,916,106
993,525,912
717,171,763
982,253,301
138,978,777
692,49,42
748,753,928
476,509,521
84,83,711
792,958,763
897,117,173
405,425,940
420,459,385
450,131,679
944,392,131
370,428,100
278,678,940
683,131,344
977,583,787
337,324,878
498,910,626
412,170,360
995,740,822
967,654,999
637,331,607
120,645,409
28,748,851
365,290,453
37,287,545
373,426,837
347,419,221
704,334,971
614,295,222
879,793,622
694,467,559
162,283,852
663,153,406
88,863,47
808,753,776
488,424,78
883,505,925
59,784,728
177,782,979
569,53,782
242,841,795
809,851,553
782,980,363
553,930,136
903,154,924
360,44,725
139,431,8
605,341,823
407,395,730
320,757,676
433,657,288
364,118,301
155,793,970
702,534,864
673,307,799
485,742,275
208,517,115
431,582,630
100,997,509
937,232,970
78,229,920
799,767,382
343,549,237
498,197,246
478,702,838
641,550,323
527,598,310
999,371,670
584,768,300
498,921,294
522,624,158
913,439,666
326,14,81
522,572,400
185,490,185
361,536,975
75,308,288
340,695,99
790,566,877
653,821,24
568,221,217
172,421,180
822,936,430
915,870,26
958,138,382
673,453,706
122,251,323
405,891,141
134,168,126
733,110,981
814,120,419
797,101,963
868,500,599
557,328,406
80,536,184
941,236,130
933,47,880
476,666,586
873,307,377
194,794,896
482,337,912
691,234,791
300,334,772
37,479,17
908,875,222
948,136,666
981,442,761
945,413,669
47,516,133
48,282,106
82,385,485
260,380,897
369,859,305
461,995,306
